Date,Start (ET),Visitor/Neutral,AwayPTS,Home/Neutral,HomePTS, , ,Attend.,Notes,HomeWin,AwayWin
2010-01-29,0 days 09:00:00.000000000,Sacramento Kings,94,Utah Jazz,101,Box Score,,"19,480",,1,0
2010-01-29,0 days 10:30:00.000000000,Charlotte Bobcats,121,Golden State Warriors,110,Box Score,,"17,850",,0,1
2010-01-30,0 days 07:00:00.000000000,Atlanta Hawks,86,Orlando Magic,104,Box Score,,"17,461",,1,0
2010-01-30,0 days 08:00:00.000000000,New Orleans Hornets,109,Memphis Grizzlies,102,Box Score,OT,"12,317",,0,1
2010-01-30,0 days 08:00:00.000000000,New York Knicks,96,Washington Wizards,106,Box Score,,"16,233",,1,0
2010-01-30,0 days 08:30:00.000000000,Miami Heat,84,Milwaukee Bucks,95,Box Score,,"18,717",,1,0
2010-01-30,0 days 09:00:00.000000000,Portland Trail Blazers,114,Dallas Mavericks,112,Box Score,OT,"20,078",,0,1
2010-01-30,0 days 10:00:00.000000000,Charlotte Bobcats,103,Sacramento Kings,96,Box Score,,"14,186",,0,1
2010-01-31,0 days 01:00:00.000000000,Denver Nuggets,103,San Antonio Spurs,89,Box Score,,"17,607",,0,1
2010-01-31,0 days 03:30:00.000000000,Los Angeles Lakers,90,Boston Celtics,89,Box Score,,"18,624",,0,1
2010-01-31,0 days 06:00:00.000000000,Los Angeles Clippers,89,Cleveland Cavaliers,114,Box Score,,"20,562",,1,0
2010-01-31,0 days 06:00:00.000000000,Orlando Magic,91,Detroit Pistons,86,Box Score,,"19,107",,0,1
2010-01-31,0 days 06:00:00.000000000,Philadelphia 76ers,83,New Jersey Nets,79,Box Score,,"11,576",,0,1
2010-01-31,0 days 06:00:00.000000000,Indiana Pacers,102,Toronto Raptors,117,Box Score,,"16,715",,1,0
2010-01-31,0 days 07:00:00.000000000,Phoenix Suns,115,Houston Rockets,111,Box Score,OT,"17,165",,0,1
2010-01-31,0 days 07:00:00.000000000,New York Knicks,91,Minnesota Timberwolves,112,Box Score,,"13,711",,1,0
2010-01-31,0 days 07:00:00.000000000,Golden State Warriors,104,Oklahoma City Thunder,112,Box Score,,"17,565",,1,0
2010-02-01,0 days 07:00:00.000000000,Boston Celtics,99,Washington Wizards,88,Box Score,,"20,173",,0,1
2010-02-01,0 days 07:30:00.000000000,Milwaukee Bucks,97,Miami Heat,81,Box Score,,"15,858",,0,1
2010-02-01,0 days 08:00:00.000000000,Los Angeles Lakers,93,Memphis Grizzlies,95,Box Score,,"18,119",,1,0
2010-02-01,0 days 08:00:00.000000000,Phoenix Suns,109,New Orleans Hornets,100,Box Score,,"13,874",,0,1
2010-02-01,0 days 09:00:00.000000000,Sacramento Kings,109,Denver Nuggets,112,Box Score,OT,"15,544",,1,0
2010-02-01,0 days 09:00:00.000000000,Dallas Mavericks,92,Utah Jazz,104,Box Score,,"19,911",,1,0
2010-02-01,0 days 10:00:00.000000000,Charlotte Bobcats,79,Portland Trail Blazers,98,Box Score,,"20,106",,1,0
2010-02-02,0 days 07:00:00.000000000,Memphis Grizzlies,89,Cleveland Cavaliers,105,Box Score,,"20,562",,1,0
2010-02-02,0 days 07:00:00.000000000,Toronto Raptors,115,Indiana Pacers,130,Box Score,,"11,191",,1,0
2010-02-02,0 days 07:00:00.000000000,Milwaukee Bucks,82,Orlando Magic,99,Box Score,,"17,461",,1,0
2010-02-02,0 days 07:30:00.000000000,Detroit Pistons,97,New Jersey Nets,93,Box Score,,"9,417",,0,1
2010-02-02,0 days 08:00:00.000000000,Los Angeles Clippers,90,Chicago Bulls,82,Box Score,,"19,335",,0,1
2010-02-02,0 days 08:00:00.000000000,Atlanta Hawks,99,Oklahoma City Thunder,106,Box Score,,"17,360",,1,0
2010-02-02,0 days 08:30:00.000000000,Golden State Warriors,97,Houston Rockets,119,Box Score,,"12,845",,1,0
2010-02-03,0 days 07:00:00.000000000,Los Angeles Clippers,97,Atlanta Hawks,103,Box Score,,"13,303",,1,0
2010-02-03,0 days 07:00:00.000000000,Chicago Bulls,103,Philadelphia 76ers,106,Box Score,OT,"13,295",,1,0
2010-02-03,0 days 07:00:00.000000000,New Jersey Nets,99,Toronto Raptors,108,Box Score,,"15,222",,1,0
2010-02-03,0 days 07:30:00.000000000,Washington Wizards,85,New York Knicks,107,Box Score,,"19,225",,1,0
2010-02-03,0 days 08:00:00.000000000,Miami Heat,102,Boston Celtics,107,Box Score,,"18,624",,1,0
2010-02-03,0 days 08:00:00.000000000,Oklahoma City Thunder,103,New Orleans Hornets,99,Box Score,,"12,884",,0,1
2010-02-03,0 days 08:30:00.000000000,Golden State Warriors,101,Dallas Mavericks,110,Box Score,,"19,679",,1,0
2010-02-03,0 days 09:00:00.000000000,Portland Trail Blazers,105,Utah Jazz,118,Box Score,,"19,911",,1,0
2010-02-03,0 days 10:00:00.000000000,San Antonio Spurs,115,Sacramento Kings,113,Box Score,,"12,934",,0,1
2010-02-03,0 days 10:30:00.000000000,Phoenix Suns,109,Denver Nuggets,97,Box Score,,"19,155",,0,1
2010-02-03,0 days 10:30:00.000000000,Charlotte Bobcats,97,Los Angeles Lakers,99,Box Score,,"18,997",,1,0
2010-02-04,0 days 08:00:00.000000000,Miami Heat,86,Cleveland Cavaliers,102,Box Score,,"20,562",,1,0
2010-02-04,0 days 10:30:00.000000000,San Antonio Spurs,93,Portland Trail Blazers,96,Box Score,,"20,572",,1,0
2010-02-05,0 days 07:00:00.000000000,Detroit Pistons,83,Indiana Pacers,107,Box Score,,"14,832",,1,0
2010-02-05,0 days 07:00:00.000000000,Washington Wizards,92,Orlando Magic,91,Box Score,,"17,461",,0,1
2010-02-05,0 days 07:30:00.000000000,New Jersey Nets,87,Boston Celtics,96,Box Score,,"18,624",,1,0
2010-02-05,0 days 07:30:00.000000000,Milwaukee Bucks,114,New York Knicks,107,Box Score,,"19,247",,0,1
2010-02-05,0 days 08:00:00.000000000,Chicago Bulls,81,Atlanta Hawks,91,Box Score,,"18,729",,1,0
2010-02-05,0 days 08:00:00.000000000,Houston Rockets,101,Memphis Grizzlies,83,Box Score,,"14,531",,0,1
2010-02-05,0 days 08:00:00.000000000,Philadelphia 76ers,101,New Orleans Hornets,94,Box Score,,"15,162",,0,1
2010-02-05,0 days 08:30:00.000000000,Minnesota Timberwolves,117,Dallas Mavericks,108,Box Score,,"20,034",,0,1
2010-02-05,0 days 10:00:00.000000000,Phoenix Suns,114,Sacramento Kings,102,Box Score,,"14,922",,0,1
2010-02-05,0 days 10:30:00.000000000,Denver Nuggets,126,Los Angeles Lakers,113,Box Score,,"18,997",,0,1
2010-02-06,0 days 07:00:00.000000000,New Orleans Hornets,104,Charlotte Bobcats,99,Box Score,,"19,164",,0,1
2010-02-06,0 days 07:30:00.000000000,New York Knicks,106,Cleveland Cavaliers,113,Box Score,,"20,562",,1,0
2010-02-06,0 days 07:30:00.000000000,New Jersey Nets,92,Detroit Pistons,99,Box Score,,"20,176",,1,0
2010-02-06,0 days 08:00:00.000000000,Miami Heat,91,Chicago Bulls,95,Box Score,,"22,352",,1,0
2010-02-06,0 days 08:00:00.000000000,Memphis Grizzlies,102,Minnesota Timberwolves,109,Box Score,,"14,159",,1,0
2010-02-06,0 days 08:30:00.000000000,Philadelphia 76ers,102,Houston Rockets,95,Box Score,,"17,415",,0,1
2010-02-06,0 days 08:30:00.000000000,Indiana Pacers,81,Milwaukee Bucks,93,Box Score,,"18,717",,1,0
2010-02-06,0 days 09:00:00.000000000,Denver Nuggets,106,Utah Jazz,116,Box Score,,"19,911",,1,0
2010-02-06,0 days 10:00:00.000000000,Los Angeles Lakers,99,Portland Trail Blazers,82,Box Score,,"20,688",,0,1
2010-02-06,0 days 10:30:00.000000000,Oklahoma City Thunder,104,Golden State Warriors,95,Box Score,,"17,825",,0,1
2010-02-06,0 days 10:30:00.000000000,San Antonio Spurs,98,Los Angeles Clippers,81,Box Score,,"18,258",,0,1
2010-02-07,0 days 02:30:00.000000000,Orlando Magic,96,Boston Celtics,89,Box Score,,"18,624",,0,1
2010-02-07,0 days 12:00:00.000000000,Sacramento Kings,104,Toronto Raptors,115,Box Score,,"18,007",,1,0
2010-02-08,0 days 08:00:00.000000000,New Orleans Hornets,117,Orlando Magic,123,Box Score,,"17,461",,1,0
2010-02-08,0 days 10:30:00.000000000,Dallas Mavericks,127,Golden State Warriors,117,Box Score,,"17,015",,0,1
2010-02-08,0 days 10:30:00.000000000,San Antonio Spurs,89,Los Angeles Lakers,101,Box Score,,"18,997",,1,0
2010-02-09,0 days 07:00:00.000000000,Washington Wizards,92,Charlotte Bobcats,94,Box Score,,"12,376",,1,0
2010-02-09,0 days 07:00:00.000000000,New Jersey Nets,97,Cleveland Cavaliers,104,Box Score,,"20,562",,1,0
2010-02-09,0 days 07:00:00.000000000,Chicago Bulls,109,Indiana Pacers,101,Box Score,,"12,945",,0,1
2010-02-09,0 days 07:00:00.000000000,Minnesota Timberwolves,97,Philadelphia 76ers,119,Box Score,,"11,038",,1,0
2010-02-09,0 days 07:30:00.000000000,Houston Rockets,66,Miami Heat,99,Box Score,,"18,654",,1,0
2010-02-09,0 days 07:30:00.000000000,Sacramento Kings,118,New York Knicks,114,Box Score,OT,"19,531",,0,1
2010-02-09,0 days 08:00:00.000000000,Atlanta Hawks,108,Memphis Grizzlies,94,Box Score,,"10,491",,0,1
2010-02-09,0 days 08:00:00.000000000,Detroit Pistons,93,Milwaukee Bucks,81,Box Score,,"12,017",,0,1
2010-02-09,0 days 09:00:00.000000000,Dallas Mavericks,91,Denver Nuggets,127,Box Score,,"17,485",,1,0
2010-02-09,0 days 10:00:00.000000000,Oklahoma City Thunder,89,Portland Trail Blazers,77,Box Score,,"20,460",,0,1
2010-02-09,0 days 10:30:00.000000000,Utah Jazz,109,Los Angeles Clippers,99,Box Score,,"15,467",,0,1
2010-02-10,0 days 07:00:00.000000000,Miami Heat,94,Atlanta Hawks,76,Box Score,,"17,074",,0,1
2010-02-10,0 days 07:00:00.000000000,Philadelphia 76ers,93,Toronto Raptors,104,Box Score,,"16,651",,1,0
2010-02-10,0 days 07:30:00.000000000,Sacramento Kings,103,Detroit Pistons,97,Box Score,,"14,152",,0,1
2010-02-10,0 days 07:30:00.000000000,Milwaukee Bucks,97,New Jersey Nets,77,Box Score,,"12,873",,0,1
2010-02-10,0 days 08:00:00.000000000,Orlando Magic,107,Chicago Bulls,87,Box Score,,"21,566",,0,1
2010-02-10,0 days 08:00:00.000000000,Charlotte Bobcats,93,Minnesota Timberwolves,92,Box Score,,"13,352",,0,1
2010-02-10,0 days 08:00:00.000000000,Boston Celtics,85,New Orleans Hornets,93,Box Score,,"14,848",,1,0
2010-02-10,0 days 09:00:00.000000000,Portland Trail Blazers,108,Phoenix Suns,101,Box Score,,"18,190",,0,1
2010-02-10,0 days 09:00:00.000000000,Los Angeles Lakers,96,Utah Jazz,81,Box Score,,"19,911",,0,1
2010-02-10,0 days 10:30:00.000000000,Los Angeles Clippers,102,Golden State Warriors,132,Box Score,,"17,230",,1,0
2010-02-11,0 days 08:00:00.000000000,Orlando Magic,106,Cleveland Cavaliers,115,Box Score,,"20,562",,1,0
2010-02-11,0 days 10:30:00.000000000,San Antonio Spurs,111,Denver Nuggets,92,Box Score,,"18,611",,0,1
2010-02-16,0 days 07:00:00.000000000,New Jersey Nets,103,Charlotte Bobcats,94,Box Score,,"13,712",,0,1
2010-02-16,0 days 07:00:00.000000000,Miami Heat,105,Philadelphia 76ers,78,Box Score,,"15,602",,0,1
2010-02-16,0 days 07:30:00.000000000,Minnesota Timberwolves,85,Detroit Pistons,108,Box Score,,"14,449",,1,0
2010-02-16,0 days 08:00:00.000000000,New York Knicks,85,Chicago Bulls,118,Box Score,,"20,989",,1,0
2010-02-16,0 days 08:00:00.000000000,Phoenix Suns,109,Memphis Grizzlies,95,Box Score,,"11,508",,0,1
2010-02-16,0 days 08:00:00.000000000,Dallas Mavericks,86,Oklahoma City Thunder,99,Box Score,,"18,203",,1,0
2010-02-16,0 days 08:30:00.000000000,Utah Jazz,104,Houston Rockets,95,Box Score,,"14,942",,0,1
2010-02-16,0 days 10:00:00.000000000,Los Angeles Clippers,87,Portland Trail Blazers,109,Box Score,,"20,265",,1,0
2010-02-16,0 days 10:00:00.000000000,Boston Celtics,95,Sacramento Kings,92,Box Score,,"14,439",,0,1
2010-02-16,0 days 10:30:00.000000000,Golden State Warriors,94,Los Angeles Lakers,104,Box Score,,"18,997",,1,0
2010-02-17,0 days 07:00:00.000000000,San Antonio Spurs,90,Indiana Pacers,87,Box Score,,"14,947",,0,1
2010-02-17,0 days 07:00:00.000000000,Detroit Pistons,91,Orlando Magic,116,Box Score,,"17,461",,1,0
2010-02-17,0 days 07:00:00.000000000,Memphis Grizzlies,109,Toronto Raptors,102,Box Score,OT,"16,829",,0,1
2010-02-17,0 days 07:00:00.000000000,Minnesota Timberwolves,99,Washington Wizards,108,Box Score,,"13,143",,1,0
2010-02-17,0 days 07:30:00.000000000,Miami Heat,87,New Jersey Nets,84,Box Score,,"12,251",,0,1
2010-02-17,0 days 07:30:00.000000000,Chicago Bulls,115,New York Knicks,109,Box Score,,"19,763",,0,1
2010-02-17,0 days 08:00:00.000000000,Houston Rockets,127,Milwaukee Bucks,99,Box Score,,"11,685",,0,1
2010-02-17,0 days 08:00:00.000000000,Utah Jazz,98,New Orleans Hornets,90,Box Score,,"13,561",,0,1
2010-02-17,0 days 09:00:00.000000000,Phoenix Suns,97,Dallas Mavericks,107,Box Score,,"19,974",,1,0
2010-02-17,0 days 10:30:00.000000000,Sacramento Kings,98,Golden State Warriors,130,Box Score,,"17,023",,1,0
2010-02-17,0 days 10:30:00.000000000,Atlanta Hawks,110,Los Angeles Clippers,92,Box Score,,"15,485",,0,1
2010-02-18,0 days 08:00:00.000000000,Denver Nuggets,118,Cleveland Cavaliers,116,Box Score,OT,"20,562",,0,1
2010-02-18,0 days 10:30:00.000000000,Boston Celtics,87,Los Angeles Lakers,86,Box Score,,"18,997",,0,1
2010-02-19,0 days 07:00:00.000000000,Cleveland Cavaliers,93,Charlotte Bobcats,110,Box Score,,"19,568",,1,0
2010-02-19,0 days 07:00:00.000000000,San Antonio Spurs,94,Philadelphia 76ers,106,Box Score,,"16,376",,1,0
2010-02-19,0 days 07:00:00.000000000,Denver Nuggets,97,Washington Wizards,107,Box Score,,"17,212",,1,0
2010-02-19,0 days 08:00:00.000000000,Milwaukee Bucks,91,Detroit Pistons,85,Box Score,,"18,701",,0,1
2010-02-19,0 days 08:00:00.000000000,Miami Heat,100,Memphis Grizzlies,87,Box Score,2OT,"16,127",,0,1
2010-02-19,0 days 08:00:00.000000000,Chicago Bulls,100,Minnesota Timberwolves,94,Box Score,,"18,183",,0,1
2010-02-19,0 days 08:00:00.000000000,Toronto Raptors,106,New Jersey Nets,89,Box Score,,"11,994",,0,1
2010-02-19,0 days 08:00:00.000000000,Indiana Pacers,101,New Orleans Hornets,107,Box Score,,"15,644",,1,0
2010-02-19,0 days 08:00:00.000000000,Dallas Mavericks,95,Orlando Magic,85,Box Score,,"17,461",,0,1
2010-02-19,0 days 09:00:00.000000000,Atlanta Hawks,80,Phoenix Suns,88,Box Score,,"18,266",,1,0
2010-02-19,0 days 10:30:00.000000000,Utah Jazz,100,Golden State Warriors,89,Box Score,,"18,322",,0,1
2010-02-19,0 days 10:30:00.000000000,Boston Celtics,96,Portland Trail Blazers,76,Box Score,,"20,618",,0,1
2010-02-20,0 days 07:00:00.000000000,Washington Wizards,104,Toronto Raptors,109,Box Score,,"19,149",,1,0
2010-02-20,0 days 07:30:00.000000000,Oklahoma City Thunder,121,New York Knicks,118,Box Score,OT,"19,763",,0,1
2010-02-20,0 days 08:00:00.000000000,Philadelphia 76ers,90,Chicago Bulls,122,Box Score,,"22,147",,1,0
2010-02-20,0 days 08:30:00.000000000,Miami Heat,91,Dallas Mavericks,97,Box Score,,"20,328",,1,0
2010-02-20,0 days 08:30:00.000000000,Indiana Pacers,125,Houston Rockets,115,Box Score,,"16,550",,0,1
2010-02-20,0 days 08:30:00.000000000,Charlotte Bobcats,88,Milwaukee Bucks,93,Box Score,,"17,174",,1,0
2010-02-20,0 days 10:30:00.000000000,Sacramento Kings,89,Los Angeles Clippers,99,Box Score,,"17,903",,1,0
2010-02-21,0 days 01:00:00.000000000,Cleveland Cavaliers,95,Orlando Magic,101,Box Score,,"17,461",,1,0
2010-02-21,0 days 03:30:00.000000000,Boston Celtics,105,Denver Nuggets,114,Box Score,,"19,818",,1,0
2010-02-21,0 days 06:00:00.000000000,San Antonio Spurs,101,Detroit Pistons,109,Box Score,OT,"20,153",,1,0
2010-02-21,0 days 06:00:00.000000000,Memphis Grizzlies,104,New Jersey Nets,94,Box Score,,"12,076",,0,1
2010-02-21,0 days 07:00:00.000000000,Oklahoma City Thunder,109,Minnesota Timberwolves,107,Box Score,,"14,202",,0,1
2010-02-21,0 days 07:00:00.000000000,Houston Rockets,94,New Orleans Hornets,102,Box Score,,"14,504",,1,0
2010-02-21,0 days 08:00:00.000000000,Atlanta Hawks,104,Golden State Warriors,108,Box Score,,"17,822",,1,0
2010-02-21,0 days 08:00:00.000000000,Sacramento Kings,88,Phoenix Suns,104,Box Score,,"17,369",,1,0
2010-02-21,0 days 10:30:00.000000000,Utah Jazz,93,Portland Trail Blazers,89,Box Score,OT,"20,565",,0,1
2010-02-22,0 days 07:00:00.000000000,Chicago Bulls,95,Washington Wizards,101,Box Score,,"14,113",,1,0
2010-02-22,0 days 07:30:00.000000000,Milwaukee Bucks,83,New York Knicks,67,Box Score,,"19,763",,0,1
2010-02-22,0 days 08:30:00.000000000,Indiana Pacers,82,Dallas Mavericks,91,Box Score,,"19,585",,1,0
2010-02-22,0 days 09:00:00.000000000,Atlanta Hawks,105,Utah Jazz,100,Box Score,,"19,911",,0,1
2010-02-22,0 days 10:30:00.000000000,Charlotte Bobcats,94,Los Angeles Clippers,98,Box Score,,"15,892",,1,0
2010-02-23,0 days 07:00:00.000000000,New Orleans Hornets,95,Cleveland Cavaliers,105,Box Score,,"20,562",,1,0
2010-02-23,0 days 07:30:00.000000000,New York Knicks,106,Boston Celtics,110,Box Score,,"18,624",,1,0
2010-02-23,0 days 07:30:00.000000000,Minnesota Timberwolves,91,Miami Heat,88,Box Score,,"15,854",,0,1
2010-02-23,0 days 07:30:00.000000000,Portland Trail Blazers,102,New Jersey Nets,93,Box Score,,"11,138",,0,1
2010-02-23,0 days 08:00:00.000000000,Los Angeles Lakers,99,Memphis Grizzlies,98,Box Score,,"18,119",,0,1
2010-02-23,0 days 08:00:00.000000000,Phoenix Suns,104,Oklahoma City Thunder,102,Box Score,,"18,203",,0,1
2010-02-23,0 days 10:00:00.000000000,Detroit Pistons,101,Sacramento Kings,89,Box Score,,"11,557",,0,1
2010-02-23,0 days 10:30:00.000000000,Philadelphia 76ers,110,Golden State Warriors,102,Box Score,,"17,115",,0,1
2010-02-24,0 days 07:00:00.000000000,Minnesota Timberwolves,92,Atlanta Hawks,98,Box Score,,"15,059",,1,0
2010-02-24,0 days 07:00:00.000000000,Portland Trail Blazers,101,Toronto Raptors,87,Box Score,,"16,161",,0,1
2010-02-24,0 days 07:00:00.000000000,Memphis Grizzlies,99,Washington Wizards,94,Box Score,,"11,875",,0,1
2010-02-24,0 days 08:00:00.000000000,Indiana Pacers,110,Chicago Bulls,120,Box Score,,"20,363",,1,0
2010-02-24,0 days 08:00:00.000000000,New Orleans Hornets,95,Milwaukee Bucks,115,Box Score,,"11,936",,1,0
2010-02-24,0 days 08:30:00.000000000,Orlando Magic,110,Houston Rockets,92,Box Score,,"15,749",,0,1
2010-02-24,0 days 08:30:00.000000000,Oklahoma City Thunder,87,San Antonio Spurs,95,Box Score,,"18,400",,1,0
2010-02-24,0 days 09:00:00.000000000,Los Angeles Lakers,96,Dallas Mavericks,101,Box Score,,"20,505",,1,0
2010-02-24,0 days 09:00:00.000000000,Philadelphia 76ers,95,Phoenix Suns,106,Box Score,,"17,765",,1,0
2010-02-24,0 days 09:00:00.000000000,Charlotte Bobcats,93,Utah Jazz,102,Box Score,,"19,911",,1,0
2010-02-24,0 days 10:30:00.000000000,Detroit Pistons,91,Los Angeles Clippers,97,Box Score,,"16,095",,1,0
2010-02-25,0 days 07:00:00.000000000,Milwaukee Bucks,112,Indiana Pacers,110,Box Score,,"14,116",,0,1
2010-02-25,0 days 08:00:00.000000000,Cleveland Cavaliers,108,Boston Celtics,88,Box Score,,"18,624",,0,1
2010-02-25,0 days 10:30:00.000000000,Denver Nuggets,127,Golden State Warriors,112,Box Score,,"18,555",,0,1
2010-02-26,0 days 07:00:00.000000000,Dallas Mavericks,111,Atlanta Hawks,103,Box Score,OT,"18,923",,0,1
2010-02-26,0 days 07:00:00.000000000,Cleveland Cavaliers,126,Toronto Raptors,118,Box Score,OT,"20,107",,0,1
2010-02-26,0 days 07:00:00.000000000,New York Knicks,118,Washington Wizards,116,Box Score,OT,"17,408",,0,1
2010-02-26,0 days 08:00:00.000000000,Portland Trail Blazers,111,Chicago Bulls,115,Box Score,OT,"21,508",,1,0
2010-02-26,0 days 08:00:00.000000000,Charlotte Bobcats,93,Memphis Grizzlies,89,Box Score,,"14,713",,0,1
2010-02-26,0 days 08:00:00.000000000,Minnesota Timberwolves,92,Oklahoma City Thunder,109,Box Score,,"18,203",,1,0
2010-02-26,0 days 08:30:00.000000000,San Antonio Spurs,104,Houston Rockets,109,Box Score,,"18,195",,1,0
2010-02-26,0 days 09:00:00.000000000,Detroit Pistons,102,Denver Nuggets,107,Box Score,,"19,845",,1,0
2010-02-26,0 days 09:00:00.000000000,Los Angeles Clippers,112,Phoenix Suns,125,Box Score,,"18,043",,1,0
2010-02-26,0 days 09:30:00.000000000,Orlando Magic,93,New Orleans Hornets,100,Box Score,,"16,954",,1,0
2010-02-26,0 days 10:00:00.000000000,Utah Jazz,99,Sacramento Kings,103,Box Score,,"12,938",,1,0
2010-02-26,0 days 10:30:00.000000000,Philadelphia 76ers,90,Los Angeles Lakers,99,Box Score,,"18,997",,1,0
2010-02-27,0 days 01:00:00.000000000,New Jersey Nets,104,Boston Celtics,96,Box Score,,"18,624",,0,1
2010-02-27,0 days 03:30:00.000000000,Milwaukee Bucks,94,Miami Heat,71,Box Score,,"18,883",,0,1
2010-02-27,0 days 07:00:00.000000000,Chicago Bulls,90,Indiana Pacers,100,Box Score,,"18,165",,1,0
2010-02-27,0 days 07:30:00.000000000,Memphis Grizzlies,120,New York Knicks,109,Box Score,,"19,763",,0,1
2010-02-27,0 days 08:00:00.000000000,Portland Trail Blazers,110,Minnesota Timberwolves,91,Box Score,,"19,266",,0,1
2010-02-27,0 days 09:00:00.000000000,Houston Rockets,110,Utah Jazz,133,Box Score,,"19,911",,1,0
2010-02-27,0 days 10:30:00.000000000,Detroit Pistons,88,Golden State Warriors,95,Box Score,,"17,223",,1,0
2010-02-28,0 days 01:00:00.000000000,Phoenix Suns,110,San Antonio Spurs,113,Box Score,,"18,581",,1,0
2010-02-28,0 days 03:30:00.000000000,Denver Nuggets,89,Los Angeles Lakers,95,Box Score,,"18,997",,1,0
2010-02-28,0 days 06:00:00.000000000,Milwaukee Bucks,102,Atlanta Hawks,106,Box Score,OT,"16,381",,1,0
2010-02-28,0 days 06:00:00.000000000,Washington Wizards,89,New Jersey Nets,85,Box Score,,"11,844",,0,1
2010-02-28,0 days 07:00:00.000000000,Toronto Raptors,99,Oklahoma City Thunder,119,Box Score,,"18,203",,1,0
2010-02-28,0 days 07:00:00.000000000,Miami Heat,80,Orlando Magic,96,Box Score,,"17,461",,1,0
2010-02-28,0 days 09:00:00.000000000,Los Angeles Clippers,92,Sacramento Kings,97,Box Score,,"13,071",,1,0
2010-02-28,0 days 09:30:00.000000000,New Orleans Hornets,100,Dallas Mavericks,108,Box Score,,"19,911",,1,0
2010-03-01,0 days 07:00:00.000000000,Dallas Mavericks,89,Charlotte Bobcats,84,Box Score,,"15,691",,0,1
2010-03-01,0 days 07:00:00.000000000,New York Knicks,93,Cleveland Cavaliers,124,Box Score,,"20,562",,1,0
2010-03-01,0 days 07:00:00.000000000,Orlando Magic,126,Philadelphia 76ers,105,Box Score,,"15,817",,0,1
2010-03-01,0 days 08:00:00.000000000,Atlanta Hawks,116,Chicago Bulls,92,Box Score,,"19,011",,0,1
2010-03-01,0 days 08:00:00.000000000,Portland Trail Blazers,103,Memphis Grizzlies,93,Box Score,,"11,123",,0,1
2010-03-01,0 days 08:00:00.000000000,San Antonio Spurs,106,New Orleans Hornets,92,Box Score,,"13,655",,0,1
2010-03-01,0 days 08:30:00.000000000,Toronto Raptors,92,Houston Rockets,116,Box Score,,"13,943",,1,0
2010-03-01,0 days 09:00:00.000000000,Denver Nuggets,85,Phoenix Suns,101,Box Score,,"18,159",,1,0
2010-03-01,0 days 10:30:00.000000000,Utah Jazz,104,Los Angeles Clippers,108,Box Score,,"15,422",,1,0
2010-03-02,0 days 07:30:00.000000000,Boston Celtics,105,Detroit Pistons,100,Box Score,,"17,956",,0,1
2010-03-02,0 days 07:30:00.000000000,Golden State Warriors,106,Miami Heat,110,Box Score,,"15,213",,1,0
2010-03-02,0 days 08:00:00.000000000,Sacramento Kings,107,Oklahoma City Thunder,113,Box Score,,"17,677",,1,0
2010-03-02,0 days 10:30:00.000000000,Indiana Pacers,99,Los Angeles Lakers,122,Box Score,,"18,997",,1,0
2010-03-03,0 days 07:00:00.000000000,Philadelphia 76ers,93,Atlanta Hawks,112,Box Score,,"15,408",,1,0
2010-03-03,0 days 07:00:00.000000000,Golden State Warriors,90,Orlando Magic,117,Box Score,,"17,461",,1,0
2010-03-03,0 days 07:30:00.000000000,Charlotte Bobcats,80,Boston Celtics,104,Box Score,,"18,624",,1,0
2010-03-03,0 days 07:30:00.000000000,Cleveland Cavaliers,111,New Jersey Nets,92,Box Score,,"17,502",,0,1
2010-03-03,0 days 07:30:00.000000000,Detroit Pistons,104,New York Knicks,128,Box Score,,"19,341",,1,0
2010-03-03,0 days 08:00:00.000000000,Washington Wizards,87,Milwaukee Bucks,100,Box Score,,"13,247",,1,0
2010-03-03,0 days 08:00:00.000000000,Memphis Grizzlies,104,New Orleans Hornets,100,Box Score,,"14,347",,0,1
2010-03-03,0 days 08:30:00.000000000,Minnesota Timberwolves,109,Dallas Mavericks,112,Box Score,,"19,511",,1,0
2010-03-03,0 days 08:30:00.000000000,Sacramento Kings,84,Houston Rockets,81,Box Score,,"15,651",,0,1
2010-03-03,0 days 09:00:00.000000000,Oklahoma City Thunder,90,Denver Nuggets,119,Box Score,,"18,822",,1,0
2010-03-03,0 days 10:00:00.000000000,Indiana Pacers,79,Portland Trail Blazers,102,Box Score,,"20,623",,1,0
2010-03-03,0 days 10:30:00.000000000,Phoenix Suns,127,Los Angeles Clippers,101,Box Score,,"17,455",,0,1
2010-03-04,0 days 08:00:00.000000000,Memphis Grizzlies,105,Chicago Bulls,96,Box Score,,"19,187",,0,1
2010-03-04,0 days 08:00:00.000000000,Los Angeles Lakers,111,Miami Heat,114,Box Score,OT,"19,600",,1,0
2010-03-04,0 days 10:30:00.000000000,Utah Jazz,116,Phoenix Suns,108,Box Score,,"17,912",,0,1
2010-03-05,0 days 07:00:00.000000000,Los Angeles Lakers,83,Charlotte Bobcats,98,Box Score,,"19,568",,1,0
2010-03-05,0 days 07:00:00.000000000,Detroit Pistons,92,Cleveland Cavaliers,99,Box Score,,"20,562",,1,0
2010-03-05,0 days 07:00:00.000000000,Boston Celtics,96,Philadelphia 76ers,86,Box Score,,"19,008",,0,1
2010-03-05,0 days 07:00:00.000000000,New York Knicks,96,Toronto Raptors,102,Box Score,,"18,889",,1,0
